,linea,geometry,type
0,78,"LINESTRING (9.161758499999999 45.4880396, 9.1613907 45.4880484, 9.1611677 45.4880522, 9.1611026 45.4880496, 9.1610485 45.4880356, 9.160987799999999 45.4880021, 9.160931700000001 45.4879614, 9.1608912 45.4879221, 9.1608734 45.4878165, 9.160869699999999 45.4877942, 9.1608675 45.48777, 9.160884899999999 45.4876523, 9.160909699999999 45.4875912, 9.1609462 45.4875441, 9.161009699999999 45.4875058, 9.160925300000001 45.4874422, 9.1608649 45.4873989, 9.1607872 45.4873403, 9.160598500000001 45.4872088, 9.1596806 45.4865843, 9.1596046 45.4865353, 9.159554099999999 45.4865044, 9.159219800000001 45.4863026, 9.159163700000001 45.4862692, 9.158957600000001 45.4861429, 9.1587949 45.4860431, 9.1586578 45.485941, 9.1586298 45.4859156, 9.158549300000001 45.4858652, 9.1584602 45.48581, 9.1567963 45.4847207, 9.1566522 45.4846558, 9.1565855 45.4846993, 9.1565241 45.4847308, 9.156458199999999 45.4847573, 9.1563886 45.4847787, 9.1563161 45.4847947, 9.1562415 45.4848051, 9.1561658 45.4848097, 9.1560986 45.484809, 9.1560317 45.4848038, 9.1559659 45.4847941, 9.1558817 45.4847746, 9.1558017 45.4847479, 9.155727199999999 45.4847142, 9.1556593 45.4846742, 9.1556038 45.4846325, 9.1555555 45.4845865, 9.1555152 45.4845369, 9.1554834 45.4844844, 9.1554605 45.4844296, 9.155446899999999 45.4843733, 9.155442600000001 45.4843164, 9.155447799999999 45.4842594, 9.155462399999999 45.4842033, 9.1554862 45.4841487, 9.155518900000001 45.4840964, 9.155559999999999 45.4840471, 9.155588399999999 45.4840193, 9.1556196 45.483993, 9.1555321 45.4839175, 9.1549307 45.4835247, 9.154522099999999 45.4832577, 9.1537895 45.4827792, 9.153719799999999 45.4827337, 9.153662199999999 45.482696, 9.153563200000001 45.4826174, 9.1523573 45.4818422, 9.152057599999999 45.4816413, 9.1515842 45.481324, 9.151271899999999 45.4811147, 9.1510956 45.4809966, 9.1509757 45.4809162, 9.150914200000001 45.4808773, 9.150824 45.4808201, 9.150446199999999 45.4805807, 9.150400100000001 45.4805515, 9.150331100000001 45.4805078, 9.149785 45.4801618, 9.1493035 45.4798484, 9.148520299999999 45.4793324, 9.1484206 45.4792716, 9.148319900000001 45.4792029, 9.1472522 45.4785099, 9.146504699999999 45.4780269, 9.1464175 45.4779706, 9.1463064 45.4780537, 9.1451966 45.4788844, 9.144976700000001 45.4790489, 9.1445819 45.4793444, 9.144391300000001 45.4794864, 9.144278999999999 45.47957, 9.1443318 45.4797673, 9.1443289 45.4798837, 9.1443288 45.4799631, 9.144301 45.4799957, 9.14418 45.4801066, 9.143984700000001 45.4802603, 9.1437344 45.4804325, 9.1432696 45.4804604, 9.1431588 45.480467, 9.1430088 45.4804747, 9.142843600000001 45.4804793, 9.1427377 45.4804826, 9.1426148 45.4804836, 9.142488 45.4804729, 9.142342899999999 45.4804495, 9.1422002 45.4804148, 9.142087800000001 45.4803832, 9.1419794 45.4803415, 9.141870900000001 45.4802929, 9.1417781 45.4802293, 9.1417076 45.4801729, 9.1416529 45.4801148, 9.141594599999999 45.4800527, 9.1415069 45.4800762, 9.1413548 45.480122, 9.141150700000001 45.4801894, 9.141013900000001 45.4802609, 9.1408986 45.4803436, 9.1408074 45.4804339, 9.140756400000001 45.4805242, 9.1407299 45.4806091, 9.1407028 45.4807291, 9.1406575 45.4808742, 9.140591000000001 45.4810834, 9.1405022 45.4813188, 9.1403693 45.481547, 9.1401752 45.4817721, 9.1398221 45.4821044, 9.1396254 45.4822617, 9.1395122 45.4823219, 9.139354600000001 45.4823826, 9.138325200000001 45.4826317, 9.1378392 45.4827487, 9.1375134 45.4828271, 9.136905499999999 45.4829769, 9.136286399999999 45.4831304, 9.1355354 45.4833198, 9.135203000000001 45.4834047, 9.134744400000001 45.4835135, 9.1341001 45.4836765, 9.1337314 45.483764, 9.1334388 45.4838333, 9.1333717 45.4838518, 9.1330049 45.4839401, 9.1326307 45.4840389, 9.1318813 45.4842183, 9.131520500000001 45.4843075, 9.1311462 45.4844003, 9.1307692 45.4844911, 9.130563499999999 45.4845428, 9.130096399999999 45.4846658, 9.129561799999999 45.4848065, 9.1280117 45.4851724, 9.127895199999999 45.4852016, 9.1268525 45.4854634, 9.125753 45.4857418, 9.1255161 45.4858286, 9.125417499999999 45.485869, 9.125382 45.4858913, 9.1253639 45.4859101, 9.125343600000001 45.4859365, 9.125352299999999 45.4859509, 9.125358200000001 45.4859659, 9.125361399999999 45.4859814, 9.125361699999999 45.485997, 9.1253592 45.4860126, 9.1253539 45.4860278, 9.125345899999999 45.4860424, 9.1253353 45.4860561, 9.125322300000001 45.4860688, 9.125307100000001 45.4860803, 9.12529 45.4860902, 9.1252712 45.4860986, 9.125252 45.486105, 9.125231899999999 45.4861096, 9.125211200000001 45.4861126, 9.12519 45.4861137, 9.1251689 45.4861131, 9.125147999999999 45.4861106, 9.1251277 45.4861064, 9.1251082 45.4861006, 9.125089900000001 45.4860931, 9.1250731 45.4860841, 9.1250579 45.4860738, 9.125044600000001 45.4860622, 9.1250334 45.4860496, 9.1249033 45.486047, 9.1247729 45.4860432, 9.124651699999999 45.4860276, 9.124457700000001 45.4859967, 9.124003 45.4858783, 9.123503100000001 45.4857982, 9.122349 45.4855968, 9.1211187 45.4853929, 9.1210425 45.4853793, 9.1196976 45.4851534, 9.1189097 45.485021, 9.118529199999999 45.4849893, 9.118252500000001 45.4849555, 9.118100399999999 45.4849335, 9.1180314 45.484919, 9.1179744 45.4849071, 9.1179562 45.4848225, 9.117939700000001 45.4847251, 9.117943 45.4845727, 9.1180094 45.4839253, 9.1181682 45.4833323, 9.118179599999999 45.4832926, 9.1182491 45.4831115, 9.1188859 45.4818981, 9.118898400000001 45.4817885, 9.119030199999999 45.4815286, 9.1190455 45.481476, 9.1190342 45.4814216, 9.1190199 45.4813948, 9.1187925 45.481167, 9.118782100000001 45.481141, 9.118763599999999 45.4809845, 9.118769199999999 45.4809142, 9.1188874 45.4806436, 9.117953 45.480254, 9.1176648 45.4801065, 9.1175534 45.4800224, 9.117437300000001 45.4798861, 9.117364 45.4797477, 9.1173357 45.4780966, 9.117327700000001 45.4776289, 9.1173345 45.4772414, 9.1173427 45.476949, 9.117222699999999 45.4766819, 9.117160800000001 45.4765403, 9.117104700000001 45.476412, 9.117079199999999 45.4763711, 9.1170404 45.4763057, 9.117043199999999 45.4761464, 9.1172989 45.4761431, 9.117372899999999 45.4761425, 9.118537399999999 45.4761305, 9.1194728 45.4761164, 9.120829000000001 45.4760981, 9.120837 45.4758084, 9.1208337 45.4756636, 9.1208072 45.4753468, 9.1207593 45.4751407, 9.1207254 45.4750301, 9.1206412 45.4748261, 9.120584900000001 45.4747098, 9.1205202 45.4745989, 9.120467 45.4745033, 9.120366300000001 45.4743186, 9.1203035 45.4741809, 9.1202684 45.474139, 9.1202185 45.4740816, 9.1201428 45.4740018, 9.120079799999999 45.4739408, 9.120015499999999 45.4738815, 9.119811800000001 45.473709, 9.119762100000001 45.4736684, 9.119684899999999 45.4736034, 9.119251800000001 45.4732426, 9.119020799999999 45.4730539, 9.1189567 45.4729968, 9.1189161 45.4728634, 9.1188477 45.4728033, 9.1179507 45.472017, 9.1179018 45.4719736, 9.117687 45.4718901, 9.117327299999999 45.471581, 9.1172361 45.4715001, 9.117046800000001 45.4713009, 9.1168376 45.4711933, 9.1164962 45.471047, 9.116318400000001 45.4709907, 9.116 45.4709266, 9.115107500000001 45.4707923, 9.114840600000001 45.4707484, 9.11425 45.4706218, 9.113135700000001 45.4703396, 9.112979299999999 45.470299, 9.1127383 45.4702364, 9.112243400000001 45.4701002, 9.111940199999999 45.4700297, 9.1118048 45.4700207, 9.11167 45.4700033, 9.1114105 45.4698678, 9.1112473 45.4697391, 9.1112085 45.4696991, 9.1111199 45.469597, 9.1110848 45.4695436, 9.111059900000001 45.4694774, 9.111034800000001 45.4693782, 9.111029800000001 45.469292, 9.1110434 45.4692116, 9.1110814 45.4691227, 9.111608800000001 45.4681583, 9.1116165 45.4681435, 9.1126875 45.4660906, 9.112762699999999 45.466026, 9.1127491 45.4659911, 9.112751599999999 45.4659711, 9.1127716 45.4659251, 9.1128023 45.4659005, 9.112842300000001 45.4658837, 9.1128345 45.4658109, 9.1137604 45.4640464, 9.1146697 45.4623414, 9.1155647 45.4605872, 9.115620099999999 45.4604844, 9.1156802 45.4603829, 9.1163255 45.4591708, 9.1163591 45.4590862, 9.116383799999999 45.4589961, 9.1163937 45.4589115, 9.1163927 45.4588317, 9.1163779 45.4587555, 9.116361100000001 45.4586924, 9.116327399999999 45.4586182, 9.11628 45.4585544, 9.1162306 45.4584885, 9.1161505 45.4584067, 9.116065600000001 45.4583394, 9.115918199999999 45.4582479, 9.115732299999999 45.4581799, 9.1148279 45.4579726, 9.114713800000001 45.457934, 9.114595700000001 45.4578774, 9.1144958 45.4578118, 9.114407999999999 45.4577333, 9.114328199999999 45.4576385, 9.114270400000001 45.4575425, 9.1142369 45.4574248, 9.114239100000001 45.4573916, 9.1142418 45.4573495, 9.1142503 45.457303, 9.1142746 45.457238, 9.114299900000001 45.4571849, 9.1143489 45.4570821, 9.1144018 45.4569891, 9.1146546 45.4563426, 9.1147273 45.4561078, 9.114666400000001 45.4559164, 9.114604099999999 45.4558393, 9.1145043 45.4557503, 9.1143538 45.4556745, 9.114108699999999 45.455578, 9.112640799999999 45.4552826)",BUS
1,74,"LINESTRING (9.172718100000001 45.4559568, 9.1729296 45.4558903, 9.173041400000001 45.4558713, 9.173124 45.4558071, 9.173140200000001 45.4557806, 9.1732163 45.4556678, 9.1732245 45.4556528, 9.173133699999999 45.4555904, 9.1730351 45.4555224, 9.172554699999999 45.4552025, 9.1725429 45.4551925, 9.1724587 45.4551355, 9.172440699999999 45.455123, 9.1724283 45.4551146, 9.1723625 45.4550702, 9.1723751 45.4550789, 9.1722603 45.4549994, 9.172177100000001 45.4549415, 9.172131500000001 45.4549097, 9.171780399999999 45.4546698, 9.1714371 45.4544363, 9.170718000000001 45.4539454, 9.1704382 45.4537544, 9.1704372 45.4537538, 9.170411 45.4537389, 9.170390599999999 45.4536903, 9.1703492 45.4535828, 9.1703349 45.4535354, 9.170298499999999 45.4534405, 9.1702859 45.4534041, 9.1702694 45.4533635, 9.170263800000001 45.4533498, 9.170225 45.4532407, 9.1702165 45.4532168, 9.170211500000001 45.4532036, 9.1701728 45.4531025, 9.1701614 45.4530725, 9.170140099999999 45.4530168, 9.170136899999999 45.4530085, 9.1700626 45.45282, 9.170054500000001 45.4527921, 9.1699895 45.4525695, 9.169898099999999 45.4523644, 9.169734699999999 45.452071, 9.1694464 45.4516917, 9.169155 45.4513976, 9.1686718 45.4509813, 9.1684526 45.4508225, 9.1683919 45.4507785, 9.168330299999999 45.4507421, 9.168223100000001 45.450675, 9.168208399999999 45.4506668, 9.168005000000001 45.4505469, 9.1679627 45.4505191, 9.1679285 45.4504881, 9.167900400000001 45.4504589, 9.1678838 45.4504315, 9.1678751 45.4504082, 9.1678467 45.4503286, 9.1678271 45.4502855, 9.1677877 45.4502326, 9.167718499999999 45.4501701, 9.166142900000001 45.4498344, 9.165181 45.4496228, 9.1641867 45.4494089, 9.1641405 45.449399, 9.1640899 45.4493881, 9.163973199999999 45.4493632, 9.163869 45.4493416, 9.1637407 45.4493151, 9.1634178 45.4492484, 9.1628753 45.4491363, 9.162171600000001 45.4489917, 9.1621848 45.4489717, 9.162217699999999 45.4489155, 9.1625926 45.4483405, 9.163111300000001 45.447545, 9.1631505 45.4474849, 9.1632096 45.4473894, 9.1634005 45.4470811, 9.164116699999999 45.4460209, 9.164175800000001 45.4459522, 9.164283899999999 45.4458561, 9.164184199999999 45.4457795, 9.164176400000001 45.4457736, 9.163897199999999 45.4455637, 9.163352400000001 45.445154, 9.163334600000001 45.4451406, 9.163268499999999 45.4451291, 9.163178800000001 45.4451135, 9.163039400000001 45.4451034, 9.1629396 45.4451038, 9.1628416 45.4450938, 9.162779499999999 45.4450803, 9.1627261 45.4450587, 9.162689800000001 45.4450307, 9.1626254 45.444942, 9.1625748 45.444865, 9.162539900000001 45.4447993, 9.162531400000001 45.4447584, 9.1625028 45.4446942, 9.1624718 45.4446499, 9.162421200000001 45.4446101, 9.1618417 45.4443054, 9.161600699999999 45.4441742, 9.1610856 45.4439366, 9.160808100000001 45.4438423, 9.1596422 45.4435297, 9.1594943 45.4434898, 9.1593889 45.44346, 9.159150199999999 45.4433924, 9.159042899999999 45.4433574, 9.1588023 45.4432732, 9.1586032 45.4431875, 9.158582300000001 45.4431815, 9.1576068 45.4429207, 9.156458499999999 45.4426133, 9.156314 45.4425746, 9.1560884 45.4425142, 9.1555445 45.4423686, 9.1553878 45.4423266, 9.155018800000001 45.4422287, 9.1549066 45.4421981, 9.154882300000001 45.4420335, 9.154864999999999 45.4419165, 9.154811799999999 45.4408103, 9.154818799999999 45.4406752, 9.155105000000001 45.4404613, 9.155105799999999 45.4404608, 9.155246999999999 45.4403482, 9.155284999999999 45.440308, 9.1553209 45.4402488, 9.155340799999999 45.4401913, 9.1554786 45.4395335, 9.155510899999999 45.4393578, 9.155514200000001 45.4392874, 9.1555053 45.4392044, 9.155322999999999 45.4386734, 9.1551087 45.4380628, 9.1550952 45.438023, 9.154992699999999 45.4378797, 9.154949500000001 45.4378383, 9.154892500000001 45.4378106, 9.1548365 45.4377958, 9.1547552 45.4377796, 9.1546462 45.4377825, 9.1545234 45.4377758, 9.154484399999999 45.437769, 9.154374600000001 45.4377254, 9.154314400000001 45.4376831, 9.154268 45.4376409, 9.1542399 45.4376003, 9.1542078 45.437543, 9.1542145 45.4372582, 9.1541452 45.4372132, 9.154082799999999 45.4371891, 9.153999199999999 45.4371663, 9.1538784 45.4371541, 9.153442999999999 45.4371446, 9.153120299999999 45.437201, 9.1528741 45.4372081, 9.152594300000001 45.437196, 9.1523 45.4371833, 9.150725400000001 45.4371264, 9.150607600000001 45.4371221, 9.150518099999999 45.4371198, 9.150126800000001 45.4371099, 9.148838 45.4370774, 9.14878 45.4370759, 9.1478918 45.4370476, 9.1472885 45.4370287, 9.147162700000001 45.4370248, 9.146986399999999 45.4370311, 9.1465634 45.4370457, 9.1465189 45.4370418, 9.1464789 45.4370284, 9.146442199999999 45.4370043, 9.146422100000001 45.4369719, 9.146400699999999 45.4368938, 9.1463795 45.4368172, 9.146366199999999 45.436776, 9.146331 45.4366668, 9.146259499999999 45.4364548, 9.146103200000001 45.4362438, 9.1461009 45.4362395, 9.146103800000001 45.4361782, 9.145600200000001 45.4356772, 9.1455506 45.4356279, 9.1454179 45.4355168, 9.1454162 45.4355156, 9.145182500000001 45.435351, 9.144418399999999 45.4348126, 9.144382200000001 45.4347662, 9.1443943 45.434712, 9.1447264 45.4344256, 9.1448576 45.4343125, 9.1453237 45.4339105, 9.145447000000001 45.4338041, 9.145489899999999 45.4337671, 9.146146399999999 45.4332009, 9.1462752 45.4330896, 9.146754100000001 45.4326758, 9.1473502 45.4321607, 9.147634500000001 45.431915, 9.1476933 45.4318638, 9.1480104 45.4315881, 9.1484082 45.4312419, 9.1485238 45.4311412, 9.1492384 45.4305192, 9.1495026 45.4302891, 9.1499346 45.429913, 9.1501188 45.4297647, 9.1502795 45.4295831, 9.1503087 45.4295201, 9.150013599999999 45.4293029, 9.1499781 45.4292707, 9.149953200000001 45.4292389, 9.149900499999999 45.4291275, 9.149899100000001 45.4291231, 9.1498936 45.429105, 9.149884399999999 45.4290603, 9.1498861 45.4290031, 9.149896099999999 45.4289678, 9.149957000000001 45.4288654, 9.1499892 45.4288265, 9.1500308 45.4287888, 9.150131200000001 45.4287287, 9.1505613 45.4285313, 9.150657000000001 45.4284874, 9.1507852 45.4284286, 9.1510175 45.4283322, 9.151139300000001 45.4282923, 9.151241600000001 45.4282826, 9.151341800000001 45.4282829, 9.151457199999999 45.4282975, 9.1516565 45.4283661, 9.1517462 45.428397, 9.1518452 45.428437, 9.1519177 45.4284674, 9.152013200000001 45.4285074, 9.152291999999999 45.4286244, 9.152751200000001 45.428817, 9.1528235 45.428846, 9.152939 45.4288923, 9.1531457 45.4289753, 9.1535002 45.4291175, 9.1538442 45.4292555, 9.1543682 45.4294592, 9.154555500000001 45.4295073, 9.1547859 45.4295364, 9.155255500000001 45.4295302, 9.156398299999999 45.4295106, 9.156582 45.4295076, 9.156689999999999 45.4295062, 9.1568378 45.429504, 9.1571248 45.4294997, 9.1575506 45.4294933, 9.1577471 45.4294904, 9.1577801 45.4294901, 9.1579614 45.4294438, 9.157985699999999 45.4294353, 9.1581276 45.4293861, 9.158212000000001 45.4293452, 9.158357799999999 45.4292442, 9.158431999999999 45.4291408, 9.1585328 45.429003, 9.1586043 45.4289317, 9.1587453 45.4287706, 9.1588007 45.4287036, 9.1588368 45.4286736, 9.1588189 45.428588, 9.1588362 45.42855, 9.158867300000001 45.4285167, 9.158910000000001 45.4284905, 9.1589791 45.4284698, 9.159054100000001 45.4284675, 9.1591342 45.4284874, 9.159186699999999 45.428519, 9.1592217 45.4285609, 9.1592354 45.4286093, 9.1592755 45.4286566, 9.159336400000001 45.4287404, 9.1594503 45.4288872, 9.1596981 45.4292064, 9.159763699999999 45.4293153, 9.1599561 45.4295542, 9.160110100000001 45.429804, 9.1603028 45.4301654, 9.1603201 45.4301952, 9.1603514 45.4302862, 9.1603776 45.4303255, 9.1604872 45.4305087, 9.1605577 45.430792, 9.1606089 45.431058, 9.160731699999999 45.4314686, 9.160874099999999 45.4318324, 9.160937300000001 45.4319207, 9.1609903 45.4320601, 9.1610177 45.4321531, 9.161043100000001 45.4321985, 9.161086900000001 45.4322336, 9.1611224 45.4322359, 9.1611461 45.4322392, 9.1611691 45.4322446, 9.161190899999999 45.432252, 9.1612112 45.4322612, 9.1612297 45.4322721, 9.161246200000001 45.4322846, 9.1612603 45.4322984, 9.161271899999999 45.4323133, 9.1612808 45.432329, 9.161286799999999 45.4323455, 9.161290599999999 45.4323598, 9.1614127 45.4323946, 9.1616234 45.4324748, 9.1616909 45.4325138, 9.1617804 45.4325785, 9.161825500000001 45.4326288, 9.1618925 45.4327172, 9.1620074 45.4329486, 9.1620174 45.4330856, 9.162058999999999 45.4331634, 9.162120099999999 45.4332779, 9.1622032 45.433436, 9.162294899999999 45.4335717, 9.1623182 45.4336059, 9.162361199999999 45.4336662, 9.1624546 45.433768, 9.162517100000001 45.4338257, 9.162603300000001 45.4338917, 9.162712900000001 45.4339649, 9.1631801 45.4342745, 9.1637529 45.4346502, 9.163800999999999 45.4346858, 9.1639131 45.4347509, 9.1640727 45.4348176, 9.164162899999999 45.4348444, 9.1642563 45.4348595, 9.164357900000001 45.43487, 9.164371900000001 45.43486, 9.164399599999999 45.4348446, 9.164429800000001 45.4348317, 9.164448500000001 45.4348258, 9.1644621 45.4348215, 9.1644959 45.4348142, 9.1645308 45.4348099, 9.1645661 45.4348087, 9.1646014 45.4348106, 9.164636 45.4348156, 9.1646666 45.4348228, 9.1647014 45.4348342, 9.164731099999999 45.4348477, 9.164758300000001 45.4348637, 9.164765299999999 45.434869, 9.164782300000001 45.4348818, 9.164802999999999 45.434902, 9.164820000000001 45.4349238, 9.1648329 45.4349469, 9.1648417 45.4349709, 9.164846199999999 45.4349955, 9.1648446 45.4350328, 9.164838100000001 45.4350571, 9.1648274 45.4350808, 9.1648125 45.4351033, 9.164805400000001 45.43511, 9.1647938 45.4351243, 9.164771500000001 45.4351436, 9.1647567 45.4352185, 9.164748700000001 45.4352674, 9.1647512 45.4353103, 9.1650066 45.4359369, 9.165024499999999 45.4360487, 9.165184500000001 45.4360448, 9.1651854 45.4360448, 9.165766 45.4360584, 9.165888000000001 45.4360591, 9.1665414 45.4360612, 9.1666738 45.4360428, 9.166813100000001 45.4360116, 9.166923600000001 45.4359605, 9.1672245 45.4356724, 9.167442899999999 45.4353734, 9.1675165 45.4352944, 9.1678102 45.4349572, 9.1681983 45.4345116, 9.1683827 45.4342972, 9.168474700000001 45.434282, 9.1685401 45.434276, 9.1686628 45.4342741, 9.168765499999999 45.4342925, 9.1688659 45.4343333, 9.1690738 45.4346222, 9.169267 45.4349113, 9.169512599999999 45.4352888, 9.169537099999999 45.4353243, 9.169578400000001 45.4353842, 9.1697627 45.4356785, 9.1702849 45.4369093, 9.170279600000001 45.4369497, 9.170262599999999 45.4369933, 9.170240400000001 45.4370275, 9.1702133 45.4370566, 9.1702111 45.4370602, 9.1701728 45.4370907, 9.1701333 45.4371136, 9.1700781 45.4371363, 9.1700365 45.4371479, 9.1699869 45.4371566, 9.169208599999999 45.4371406, 9.169094599999999 45.4371362, 9.1689726 45.4371326, 9.1689416 45.4371317, 9.1689113 45.4370987, 9.1688577 45.4370535, 9.1688341 45.4369718, 9.168820200000001 45.4367397)",BUS
